city,segment,sales,sales,sales,sales,sales,profit,profit,profit,profit,profit
Little Rock,Corporate,181.96222222222224,1637.66,494.97,12.67,9,52.776044444444445,474.9844,148.491,4.5612,9
Littleton,Consumer,72.294,72.294,72.294,72.294,1,-98.8018,-98.8018,-98.8018,-98.8018,1
Lodi,Consumer,97.3,97.3,97.3,97.3,1,28.217,28.217,28.217,28.217,1
Lodi,Corporate,39.68,39.68,39.68,39.68,1,16.2688,16.2688,16.2688,16.2688,1
Logan,Consumer,56.0552,280.276,82.8,21.36,5,9.39264,46.9632,20.1656,3.2392,5
Long Beach,Consumer,193.37757142857143,8121.858,1676.88,4.98,42,43.5371619047619,1828.5608,352.3065,-22.098,42
Long Beach,Corporate,225.42285714285714,3155.92,1448.82,2.94,14,-2.195314285714285,-30.734399999999987,209.274,-347.1174,14
Long Beach,Home Office,435.4504,2177.252,2054.272,7.56,5,62.220839999999995,311.1042,256.784,0.3024,5
Longmont,Consumer,374.744,749.488,483.136,266.352,2,20.5176,41.0352,54.3528,-13.3176,2
Longmont,Corporate,165.6,165.6,165.6,165.6,1,-6.21,-6.21,-6.21,-6.21,1
Longview,Consumer,39.73666666666667,119.21000000000001,76.12,18.24,3,12.966099999999999,38.8983,22.0748,7.7035,3
Lorain,Consumer,48.896,48.896,48.896,48.896,1,8.5568,8.5568,8.5568,8.5568,1
Lorain,Corporate,608.103,1824.309,1421.664,18.693,3,-224.0224333333333,-672.0672999999999,76.7904,-734.5264,3
Lorain,Home Office,28.3812,141.906,54.712,2.97,5,6.117520000000001,30.587600000000002,15.49,-0.6435,5
Los Angeles,Consumer,234.75560340314135,89676.6405,3406.664,3.168,382,43.21663062827225,16508.7529,944.9865,-217.048,382
Los Angeles,Corporate,197.41028902953587,46786.2385,2887.056,3.912,237,31.025522784810125,7353.0489,659.98,-99.1764,237
Los Angeles,Home Office,307.722359375,39388.462,4158.912,2.88,128,51.39809453125,6578.9561,1049.985,-175.8708,128
Louisville,Consumer,205.20031428571428,7182.0109999999995,1207.84,2.61,35,38.25665142857143,1338.9828,314.0384,-152.9847,35
Louisville,Corporate,163.62800000000001,981.768,701.96,6.848,6,39.850966666666665,239.1058,168.4704,0.5992,6
Louisville,Home Office,261.3766875,4182.027,2549.985,8.964,16,-188.02509375,-3008.4015,134.9925,-3399.98,16
Loveland,Consumer,3.024,3.024,3.024,3.024,1,-0.6048,-0.6048,-0.6048,-0.6048,1
Loveland,Corporate,5.98,17.94,8.784,1.188,3,1.6942000000000002,5.0826,3.1842,-0.99,3
Lowell,Consumer,235.811,2358.11,979.95,4.36,10,68.82948999999999,688.2949,284.1855,0.1744,10
Lowell,Corporate,413.3033333333333,2479.8199999999997,1325.85,26.2,6,104.04613333333333,624.2768,238.653,12.838,6
Lubbock,Consumer,142.988,571.952,479.976,6.08,4,40.208074999999994,160.83229999999998,161.9919,-11.322,4
Lubbock,Corporate,9.248,9.248,9.248,9.248,1,3.3524,3.3524,3.3524,3.3524,1
Lubbock,Home Office,11.364,11.364,11.364,11.364,1,-17.046,-17.046,-17.046,-17.046,1
Macon,Consumer,69.42666666666666,208.28,142.4,7.16,3,27.712000000000003,83.13600000000001,52.688,3.4368,3
Macon,Corporate,51.91,155.73,83.88,32.97,3,20.5725,61.7175,30.1968,12.8583,3
Madison,Consumer,534.679,5346.79,2807.84,1.81,10,112.36551999999999,1123.6552,673.8816,0.6516,10
Malden,Consumer,39.68,39.68,39.68,39.68,1,10.3168,10.3168,10.3168,10.3168,1
Malden,Home Office,94.35,188.7,173.94,14.76,2,10.4262,20.8524,13.9152,6.9372,2
Manchester,Consumer,135.28714285714287,947.01,274.8,5.76,7,41.30825714285714,289.15779999999995,134.652,2.436,7
Manchester,Corporate,294.8175,1179.27,1043.92,7.36,4,77.8369,311.3476,271.4192,0.1472,4
Manhattan,Home Office,273.96,273.96,273.96,273.96,1,10.9584,10.9584,10.9584,10.9584,1
Mansfield,Consumer,517.405,517.405,517.405,517.405,1,-81.3065,-81.3065,-81.3065,-81.3065,1
Mansfield,Corporate,41.472,41.472,41.472,41.472,1,14.5152,14.5152,14.5152,14.5152,1
Manteca,Home Office,150.72733333333335,452.182,314.55,15.28,3,57.41193333333334,172.2358,150.984,7.4872,3
Maple Grove,Corporate,735.98,735.98,735.98,735.98,1,331.191,331.191,331.191,331.191,1
Maple Grove,Home Office,48.96333333333334,146.89000000000001,84.55,17.94,3,17.9397,53.8191,22.8285,8.7906,3
Margate,Consumer,15.552,15.552,15.552,15.552,1,2.3328,2.3328,2.3328,2.3328,1
Marietta,Consumer,5.64,5.64,5.64,5.64,1,2.7072,2.7072,2.7072,2.7072,1
Marietta,Corporate,668.4224999999999,2673.6899999999996,1263.3,101.7,4,107.800575,431.2023,315.825,6.102,4
Marietta,Home Office,129.645,259.29,200.97,58.32,2,39.11805,78.2361,50.2425,27.9936,2
Marion,Consumer,107.89323076923077,1402.612,485.94,2.624,13,-4.2858230769230765,-55.7157,45.528,-89.089,13
Marion,Corporate,370.5404,1852.702,1548.99,19.872,5,-75.27044000000001,-376.35220000000004,54.4448,-464.697,5
Marion,Home Office,57.016,114.032,106.32,7.712,2,25.8528,51.7056,49.9704,1.7352,2
Marlborough,Consumer,103.32,206.64,191.82,14.82,2,33.803399999999996,67.60679999999999,61.3824,6.2244,2
Marysville,Consumer,51.09,102.18,93.36,8.82,2,1.6575000000000002,3.3150000000000004,2.3814,0.9336,2
Mason,Corporate,31.421333333333333,94.264,68.704,3.132,3,-1.411733333333333,-4.235199999999999,16.3172,-17.9424,3
Mcallen,Consumer,40.7296,203.648,175.92,4.448,5,2.04516,10.2258,15.393,-8.316,5
Mcallen,Corporate,46.85066666666666,562.208,244.768,1.476,12,0.7507250000000001,9.008700000000001,24.4768,-20.245,12
Mcallen,Home Office,50.43,100.86,73.164,27.696,2,-91.5531,-183.1062,3.462,-186.5682,2
Medford,Consumer,26.81866666666667,80.456,32.896,22.776,3,8.844766666666667,26.5343,11.1024,7.6869,3
Medford,Corporate,9.762,9.762,9.762,9.762,1,-6.8334,-6.8334,-6.8334,-6.8334,1
Medina,Consumer,165.25650000000002,661.0260000000001,539.964,19.242,4,-36.74625,-146.985,-10.0464,-107.9928,4
Medina,Corporate,363.3392,1816.6960000000001,1188.0,23.68,5,-239.21191999999996,-1196.0595999999998,8.88,-950.4,5
Melbourne,Corporate,95.616,95.616,95.616,95.616,1,9.5616,9.5616,9.5616,9.5616,1
Memphis,Consumer,231.36854545454545,5090.108,1614.582,1.584,22,-72.65080909090908,-1598.3177999999998,47.6604,-1237.8462,22
Memphis,Corporate,106.529125,852.233,561.584,11.673,8,14.909724999999998,119.27779999999998,70.198,-7.782,8
Mentor,Home Office,115.52166666666666,693.13,344.22,8.448,6,-20.545700000000004,-123.27420000000002,65.9934,-189.321,6
Meriden,Consumer,46.02571428571429,322.18,146.82,6.7,7,21.200142857142854,148.40099999999998,73.41,2.211,7
Meriden,Corporate,405.7933333333333,1217.3799999999999,1133.35,4.56,3,106.30966666666666,318.929,294.671,2.0064,3
Meriden,Home Office,11.12,11.12,11.12,11.12,1,2.8912,2.8912,2.8912,2.8912,1
Meridian,Corporate,21.312,21.312,21.312,21.312,1,7.992,7.992,7.992,7.992,1
Meridian,Home Office,102.58,307.74,227.84,37.94,3,29.074,87.22200000000001,66.0736,2.9372,3
Mesa,Consumer,162.48570588235293,2762.257,552.0,4.368,17,-28.021988235294117,-476.37379999999996,49.716,-204.4458,17
Mesa,Corporate,143.097375,1144.779,363.648,60.672,8,-15.974174999999999,-127.79339999999999,31.2736,-86.3664,8
Mesa,Home Office,43.568000000000005,130.704,54.816,31.104,3,14.9786,44.9358,17.8152,10.8864,3
Mesquite,Corporate,10.429599999999999,52.147999999999996,34.176,0.876,5,-17.523999999999997,-87.61999999999999,1.8144,-87.1488,5
Miami,Consumer,157.056390625,5025.8045,1363.96,1.872,32,-10.876384374999999,-348.04429999999996,88.074,-336.784,32
Miami,Corporate,217.097,3039.358,1345.485,1.869,14,-64.80095000000001,-907.2133000000001,78.396,-1031.5385,14
Miami,Home Office,55.26472727272728,607.912,211.248,2.952,11,9.535200000000001,104.8872,41.7186,-2.6208,11
Middletown,Consumer,149.6,897.5999999999999,552.56,7.78,6,14.011966666666666,84.0718,38.08,0.0,6
Middletown,Corporate,85.67,257.01,181.95,26.9,3,24.5147,73.5441,38.2095,13.181,3
Midland,Consumer,141.83666666666667,1276.53,563.94,3.9,9,37.5794,338.2146,160.623,1.521,9
Midland,Home Office,1338.3273333333334,4014.982,3812.97,15.28,3,651.8227333333333,1955.4681999999998,1906.485,7.4872,3
Milford,Consumer,33.660000000000004,67.32000000000001,51.84,15.48,2,14.6862,29.3724,24.8832,4.4892,2
Milford,Corporate,231.5566666666667,694.6700000000001,638.82,25.16,3,67.26386666666667,201.79160000000002,185.2578,7.9794,3
Milford,Home Office,199.75,199.75,199.75,199.75,1,87.89,87.89,87.89,87.89,1
Milwaukee,Consumer,285.60375,2284.83,1099.96,13.48,8,59.3190875,474.5527,285.9896,1.8872,8
Milwaukee,Corporate,206.77777777777777,5583.0,1526.56,5.82,27,57.55567037037037,1554.0031000000001,427.4368,0.2598,27
Milwaukee,Home Office,354.239,3542.39,999.96,18.24,10,76.45293000000001,764.5293,229.9908,5.8887,10
Minneapolis,Consumer,943.2970588235295,16036.050000000001,9449.95,11.54,17,388.54689999999994,6605.297299999999,4630.4755,0.0,17
Minneapolis,Corporate,42.995000000000005,85.99000000000001,67.15,18.84,2,11.408150000000001,22.816300000000002,16.7875,6.0288,2
Minneapolis,Home Office,187.125,748.5,692.94,13.9,4,49.11775,196.471,173.235,3.614,4
Miramar,Consumer,279.6,559.2,339.136,220.064,2,27.508,55.016,55.016,0.0,2
Miramar,Corporate,110.5712,552.856,389.056,20.232,5,6.979239999999999,34.89619999999999,48.632,-19.323,5
Miramar,Home Office,419.136,419.136,419.136,419.136,1,-57.6312,-57.6312,-57.6312,-57.6312,1
Mishawaka,Consumer,388.12,776.24,647.84,128.4,2,48.29600000000001,96.59200000000001,64.2,32.392,2
Mission Viejo,Consumer,155.1972,775.986,330.4,8.67,5,30.212899999999998,151.06449999999998,85.904,2.3409,5
Missoula,Consumer,487.984,487.984,487.984,487.984,1,152.495,152.495,152.495,152.495,1
Missouri City,Corporate,6.37,6.37,6.37,6.37,1,-9.555,-9.555,-9.555,-9.555,1
Mobile,Consumer,318.0828571428571,2226.58,1056.86,8.96,7,88.44771428571428,619.134,306.4894,0.0,7
Mobile,Corporate,809.1025,3236.41,3040.0,33.75,4,389.1738,1556.6952,1459.2,16.875,4
Modesto,Consumer,136.679,273.358,161.568,111.79,2,7.661850000000001,15.323700000000002,43.5981,-28.2744,2
Modesto,Corporate,52.792,52.792,52.792,52.792,1,4.6193,4.6193,4.6193,4.6193,1
Monroe,Consumer,155.69566666666665,1868.348,698.352,18.176,12,34.446549999999995,413.35859999999997,217.767,-3.8864,12
Monroe,Corporate,82.24159999999999,411.20799999999997,207.0,12.96,5,20.06216,100.3108,41.0216,1.999,5
Monroe,Home Office,172.71949999999998,690.8779999999999,503.96,7.968,4,45.738699999999994,182.95479999999998,131.0296,2.6892,4
Montebello,Corporate,27.88,27.88,27.88,27.88,1,3.9032,3.9032,3.9032,3.9032,1
Montgomery,Consumer,339.12333333333333,1017.37,979.95,14.67,3,96.57396666666666,289.7219,274.386,3.9609,3
Montgomery,Corporate,386.48,2705.36,1394.95,10.16,7,77.84788571428571,544.9352,362.687,3.4544,7
Moorhead,Consumer,63.96,63.96,63.96,63.96,1,19.8276,19.8276,19.8276,19.8276,1
Moorhead,Home Office,479.9,479.9,479.9,479.9,1,81.583,81.583,81.583,81.583,1
Moreno Valley,Consumer,194.48000000000002,972.4000000000001,842.72,19.44,5,47.04224000000001,235.21120000000002,202.2528,0.8376,5
Moreno Valley,Corporate,182.72,182.72,182.72,182.72,1,84.0512,84.0512,84.0512,84.0512,1
Moreno Valley,Home Office,26.8365,107.346,51.45,7.86,4,8.591925,34.3677,13.896,2.9646,4
Morgan Hill,Consumer,136.2525,545.01,268.704,21.92,4,1.9615,7.846,7.308,-12.098,4
Morristown,Consumer,632.934,3164.6699999999996,2625.12,7.56,5,194.991,974.955,735.0336,0.3024,5
Morristown,Corporate,934.215,1868.43,1793.98,74.45,2,431.63605,863.2721,843.1706,20.1015,2
Mount Pleasant,Consumer,281.54,563.08,545.94,17.14,2,46.7604,93.5208,87.3504,6.1704,2
Mount Vernon,Consumer,45.723333333333336,137.17000000000002,62.28,23.34,3,21.489966666666664,64.4699,29.2716,10.9698,3
Mount Vernon,Corporate,396.4924,1982.462,1085.42,7.752,5,119.60894,598.0447,282.2092,2.8101,5
Murfreesboro,Corporate,30.666636363636368,337.333,131.104,2.469,11,1.4262818181818182,15.6891,16.0056,-12.7302,11
Murray,Consumer,90.6345,362.538,191.82,25.99,4,27.07415,108.2966,74.8098,6.2937,4
Murray,Home Office,48.4,48.4,48.4,48.4,1,23.232,23.232,23.232,23.232,1
Murrieta,Consumer,484.65,484.65,484.65,484.65,1,92.0835,92.0835,92.0835,92.0835,1
Muskogee,Home Office,430.425,1721.7,1439.92,6.56,4,110.64915,442.5966,374.3792,1.9024,4
Naperville,Consumer,213.26875,853.075,602.651,2.808,4,-24.274674999999995,-97.09869999999998,83.986,-163.5767,4
Naperville,Corporate,147.168,147.168,147.168,147.168,1,16.5564,16.5564,16.5564,16.5564,1
Naperville,Home Office,96.02,288.06,272.736,3.54,3,-21.9967,-65.9901,4.2717,-64.7748,3
Nashua,Consumer,14.82,14.82,14.82,14.82,1,6.9654,6.9654,6.9654,6.9654,1
Nashua,Corporate,21.12,21.12,21.12,21.12,1,6.5472,6.5472,6.5472,6.5472,1
Nashville,Consumer,182.4006,2736.009,1369.764,3.488,15,-74.76609333333334,-1121.4914,48.5514,-913.176,15
Nashville,Corporate,287.28200000000004,3160.1020000000003,2239.936,7.24,11,25.900854545454546,284.9094,223.9936,-28.224,11
Nashville,Home Office,58.25066666666667,174.752,67.92,42.048,3,-0.3029333333333331,-0.9087999999999994,6.792,-12.9568,3
New Albany,Consumer,52.3875,209.55,89.99,6.16,4,18.338225,73.3529,35.3346,2.9568,4
New Bedford,Consumer,23.18,23.18,23.18,23.18,1,7.6494,7.6494,7.6494,7.6494,1
New Bedford,Corporate,53.1975,212.79,128.85,12.3,4,10.709175,42.8367,23.49,3.8655,4
New Brunswick,Home Office,7.385,14.77,7.61,7.16,2,3.5783500000000004,7.156700000000001,3.58,3.5767,2
New Castle,Consumer,42.305,84.61,60.69,23.92,2,11.54195,23.0839,16.3863,6.6976,2
New Rochelle,Consumer,181.5336,907.668,631.782,13.904,5,40.92399999999999,204.61999999999998,140.396,4.5188,5
New Rochelle,Home Office,86.89,347.56,223.92,7.3,4,40.94775,163.791,109.7208,2.19,4
New York City,Consumer,271.5671091269841,136869.823,6999.96,1.728,504,60.7516748015873,30618.8441,2239.9872,-373.3048,504
New York City,Corporate,238.28289097744363,63383.249,5199.96,2.97,266,52.9501545112782,14084.741100000001,2229.024,-553.6476,266
New York City,Home Office,387.00061379310347,56115.089,11199.968,3.048,145,119.54067931034483,17333.3985,3919.9888,-103.266,145
Newark,Consumer,434.8029555555555,19566.132999999998,10499.97,3.38,45,87.59939555555556,3941.9728,5039.9856,-2639.9912,45
Newark,Corporate,185.63287804878047,7610.947999999999,2934.33,4.98,41,32.96711219512195,1351.6516,792.2691,-92.6955,41
Newark,Home Office,155.44866666666667,1399.038,587.97,8.64,9,55.57048888888889,500.1344,170.5113,2.5056,9
Newport News,Consumer,324.57000000000005,2271.9900000000002,1599.92,9.11,7,137.4225285714286,961.9577,751.9624,4.0995,7
Newport News,Corporate,262.9533333333334,788.8600000000001,591.32,2.84,3,40.988733333333336,122.9662,112.3508,0.8804,3
Newport News,Home Office,130.55,261.1,191.6,69.5,2,56.0615,112.123,91.968,20.155,2
Niagara Falls,Consumer,164.85,164.85,164.85,164.85,1,47.8065,47.8065,47.8065,47.8065,1
Niagara Falls,Home Office,17.496000000000002,34.992000000000004,17.712,17.28,2,5.7158999999999995,11.431799999999999,6.4206,5.0112,2
Noblesville,Consumer,137.41333333333333,412.24,263.96,12.56,3,37.4028,112.2084,71.2692,5.652,3
Noblesville,Corporate,2678.94,2678.94,2678.94,2678.94,1,241.1046,241.1046,241.1046,241.1046,1
Norfolk,Consumer,17.43,17.43,17.43,17.43,1,8.0178,8.0178,8.0178,8.0178,1
Normal,Home Office,366.744,366.744,366.744,366.744,1,-110.0232,-110.0232,-110.0232,-110.0232,1
Norman,Consumer,1287.45,1287.45,1287.45,1287.45,1,244.6155,244.6155,244.6155,244.6155,1
Norman,Corporate,63.88,63.88,63.88,63.88,1,24.9132,24.9132,24.9132,24.9132,1
North Charleston,Consumer,269.49,269.49,269.49,269.49,1,5.3898,5.3898,5.3898,5.3898,1
North Charleston,Corporate,14.76,14.76,14.76,14.76,1,4.2804,4.2804,4.2804,4.2804,1
North Las Vegas,Consumer,613.52325,4908.186,1669.6,6.48,8,59.5255,476.204,238.653,-109.5822,8
North Las Vegas,Corporate,48.295,193.18,79.14,18.06,4,18.66085,74.6434,36.4044,4.6956,4
North Las Vegas,Home Office,1174.909,4699.636,4535.976,14.56,4,424.210625,1696.8425,1644.2913,5.5328,4
North Miami,Consumer,11.064,22.128,14.496,7.632,2,1.5399000000000003,3.0798000000000005,4.8924,-1.8126,2
Norwich,Consumer,190.25,380.5,370.14,10.36,2,74.7155,149.431,144.3546,5.0764,2
Norwich,Corporate,11.34,11.34,11.34,11.34,1,5.5566,5.5566,5.5566,5.5566,1
Norwich,Home Office,22.2,22.2,22.2,22.2,1,9.102,9.102,9.102,9.102,1
Oak Park,Corporate,197.0173333333333,591.0519999999999,306.9,10.192,3,50.680933333333336,152.0428,79.794,1.0192,3
Oakland,Consumer,177.0390588235294,3009.6639999999998,572.16,8.94,17,30.27085294117647,514.6045,177.5889,-15.4581,17
Oakland,Corporate,352.27171428571427,2465.902,1159.056,3.15,7,54.75562857142858,383.28940000000006,290.0058,-7.9984,7
Oakland,Home Office,244.426,488.852,454.272,34.58,2,-31.8955,-63.791,10.0282,-73.8192,2
Oceanside,Consumer,184.2277,3684.554,899.95,6.3,20,30.67645,613.529,296.0671,-153.3456,20
Oceanside,Corporate,72.58711111111111,653.284,296.37,12.672,9,16.9811,152.8299,80.0199,1.999,9
Oceanside,Home Office,12.9,12.9,12.9,12.9,1,6.321,6.321,6.321,6.321,1
Odessa,Corporate,159.00199999999998,636.0079999999999,563.43,13.762,4,-14.998550000000002,-59.994200000000006,15.5092,-56.343,4
Odessa,Home Office,340.116,340.116,340.116,340.116,1,-9.7176,-9.7176,-9.7176,-9.7176,1
Oklahoma City,Consumer,332.74461538461543,4325.68,1323.9,10.56,13,88.29756153846155,1147.8683,383.931,4.752,13
Oklahoma City,Corporate,31.649999999999995,94.94999999999999,57.69,6.9,3,12.419899999999998,37.259699999999995,23.6529,0.552,3
Oklahoma City,Home Office,310.88428571428574,2176.19,1117.92,5.5,7,56.51895714285714,395.6327,251.8911,1.375,7
Olathe,Home Office,179.158,895.79,357.93,40.56,5,41.48216,207.4108,149.382,7.1586,5
Olympia,Consumer,204.0896,1020.448,603.92,14.03,5,27.92538,139.6269,46.575,4.0687,5
Omaha,Consumer,339.274,5089.11,2479.96,14.4,15,101.44367333333335,1521.6551000000002,743.988,0.2997,15
Omaha,Corporate,37.8,302.4,116.28,5.04,8,13.5726375,108.5811,56.9772,0.2016,8
Omaha,Home Office,184.204,921.0200000000001,563.94,23.55,5,42.27812,211.3906,112.788,1.1775,5
Ontario,Consumer,283.92,283.92,283.92,283.92,1,-46.137,-46.137,-46.137,-46.137,1
Orange,Consumer,37.93,75.86,70.95,4.91,2,10.426449999999999,20.852899999999998,18.447,2.4059,2
Orange,Corporate,40.940000000000005,81.88000000000001,76.12,5.76,2,12.448599999999999,24.897199999999998,22.0748,2.8224,2
Orange,Home Office,26.685000000000002,53.370000000000005,27.93,25.44,2,10.40985,20.8197,12.72,8.0997,2
Orem,Consumer,474.88000000000005,2849.28,1406.86,12.96,6,78.16585,468.99510000000004,240.2649,6.2208,6
Orem,Corporate,11.68,11.68,11.68,11.68,1,4.2048,4.2048,4.2048,4.2048,1
Orem,Home Office,66.564,133.128,73.32,59.808,2,20.7168,41.4336,21.996,19.4376,2
Orland Park,Home Office,339.96,339.96,339.96,339.96,1,67.992,67.992,67.992,67.992,1
Orlando,Consumer,189.77433333333332,1138.646,959.984,4.086,6,55.8486,335.09159999999997,311.9948,-2.9964,6
Orlando,Corporate,120.2868,601.434,289.568,6.642,5,8.52674,42.633700000000005,24.4768,-4.428,5
Ormond Beach,Consumer,2.808,2.808,2.808,2.808,1,-1.9656,-1.9656,-1.9656,-1.9656,1
Oswego,Consumer,107.32600000000001,321.978,304.99,3.828,3,-178.70919999999998,-536.1275999999999,4.1125,-533.7325,3
Overland Park,Corporate,101.15166666666666,606.91,360.38,13.56,6,33.920300000000005,203.5218,93.6988,6.2376,6
Owensboro,Consumer,45.68,45.68,45.68,45.68,1,21.0128,21.0128,21.0128,21.0128,1
Owensboro,Corporate,25.5,25.5,25.5,25.5,1,6.63,6.63,6.63,6.63,1
Oxnard,Consumer,105.45,210.9,127.95,82.95,2,25.392,50.784,29.0325,21.7515,2
Oxnard,Corporate,43.826666666666675,131.48000000000002,99.2,9.144,3,12.421633333333332,37.2649,25.792,3.0861,3
Oxnard,Home Office,303.93,1215.72,1112.94,22.92,4,64.6022,258.4088,222.588,1.598,4
Palatine,Corporate,116.312,116.312,116.312,116.312,1,23.2624,23.2624,23.2624,23.2624,1
Palm Coast,Consumer,24.448,24.448,24.448,24.448,1,8.8624,8.8624,8.8624,8.8624,1
Palm Coast,Corporate,62.495000000000005,249.98000000000002,213.216,7.434,4,2.1982,8.7928,15.9912,-6.867,4
Park Ridge,Consumer,143.856,143.856,143.856,143.856,1,48.5514,48.5514,48.5514,48.5514,1
Park Ridge,Home Office,270.572,541.144,286.4,254.744,2,-143.5007,-287.0014,25.06,-312.0614,2
Parker,Consumer,64.54466666666667,193.63400000000001,102.018,13.36,3,-65.744,-197.232,4.008,-183.6324,3
Parker,Corporate,174.8616,874.308,801.568,2.376,5,6.60854,33.042699999999996,50.098,-15.08,5
Parma,Consumer,423.97644444444444,3815.788,1537.074,5.248,9,1.2301999999999995,11.071799999999996,33.0288,-21.0686,9
Parma,Home Office,63.968,63.968,63.968,63.968,1,19.99,19.99,19.99,19.99,1
Pasadena,Consumer,161.13719999999998,3222.7439999999997,671.93,6.928,20,12.03432,240.6864,122.7648,-65.0352,20
Pasadena,Corporate,199.72849999999997,1597.8279999999997,1024.716,1.624,8,12.9093875,103.2751,83.646,-29.2776,8
Pasadena,Home Office,126.39814285714286,1769.574,659.976,5.56,14,-18.14925714285714,-254.08959999999996,49.4982,-378.4,14
Pasco,Consumer,366.85200000000003,2201.112,975.92,5.88,6,59.5874,357.5244,121.99,2.646,6
Passaic,Consumer,260.34766666666667,1562.086,662.84,26.88,6,59.469766666666665,356.8186,172.3384,-19.9184,6
Paterson,Consumer,135.6290909090909,1491.92,302.94,7.96,11,38.183854545454544,420.0224,121.1056,1.5588,11
Paterson,Corporate,87.95,351.8,274.8,6.54,4,39.14489999999999,156.57959999999997,134.652,2.1582,4
Paterson,Home Office,79.898,399.49,209.6,8.92,5,32.7776,163.888,96.416,3.9248,5
Pearland,Consumer,470.376,470.376,470.376,470.376,1,52.9173,52.9173,52.9173,52.9173,1
Pearland,Corporate,12.309999999999999,24.619999999999997,13.392,11.228,2,-6.7520999999999995,-13.504199999999999,5.022,-18.5262,2
Pembroke Pines,Consumer,122.45539285714285,1714.3754999999999,503.96,3.882,14,-5.174935714285715,-72.4491,50.396,-157.0095,14
Pensacola,Consumer,2.214,2.214,2.214,2.214,1,-1.476,-1.476,-1.476,-1.476,1
Peoria,Consumer,66.88,401.28,252.8,3.98,6,-12.469100000000003,-74.81460000000001,12.7008,-45.24,6
Peoria,Corporate,44.678,312.746,113.372,1.68,7,-5.0929,-35.6503,9.2386,-20.5623,7
Peoria,Home Office,112.8806,1128.806,359.058,4.536,10,-1.7401400000000002,-17.401400000000002,35.099,-48.5082,10
Perth Amboy,Consumer,241.25,723.75,315.98,120.98,3,78.39133333333334,235.174,148.5106,12.098,3
Perth Amboy,Corporate,271.70666666666665,815.12,597.0,55.48,3,117.58653333333332,352.7596,280.59,26.6304,3
Perth Amboy,Home Office,89.10499999999999,178.20999999999998,166.45,11.76,2,22.8552,45.7104,39.948,5.7624,2
Pharr,Consumer,124.404,124.404,124.404,124.404,1,-21.3264,-21.3264,-21.3264,-21.3264,1
Pharr,Home Office,472.10133333333334,1416.304,727.296,22.608,3,-72.07546666666667,-216.2264,-10.1736,-172.7328,3
Philadelphia,Consumer,234.95640148698885,63203.272000000004,8399.976,0.852,269,-22.80446579925651,-6134.4013,1119.9968,-1665.0522,269
Philadelphia,Corporate,163.22510169491525,28890.843,1931.958,1.188,177,-26.806951412429378,-4744.8304,214.4675,-643.71,177
Philadelphia,Home Office,186.62525274725274,16982.898,2065.32,2.043,91,-32.511381318681316,-2958.5357,91.9954,-760.98,91
Phoenix,Consumer,191.67342424242423,6325.223,1879.96,2.025,33,-30.33898484848485,-1001.1865,211.4955,-694.2936,33
Phoenix,Corporate,133.4519,2669.038,551.985,2.912,20,-47.34761,-946.9522000000001,146.79,-459.9875,20
Phoenix,Home Office,200.5996,2005.996,1272.63,1.408,10,-84.27445,-842.7445,16.7972,-814.4832,10
Pico Rivera,Home Office,145.9,145.9,145.9,145.9,1,62.737,62.737,62.737,62.737,1
Pine Bluff,Consumer,106.455,212.91,199.95,12.96,2,35.1024,70.2048,63.984,6.2208,2
Plainfield,Consumer,162.72166666666666,976.33,735.98,5.58,6,67.24461666666667,403.46770000000004,331.191,2.1762,6
Plainfield,Corporate,227.6325,910.53,563.4,9.21,4,49.140225,196.5609,118.3704,2.3025,4
Plainfield,Home Office,879.9966666666666,2639.99,2591.56,6.48,3,211.8790333333333,635.6370999999999,621.9744,3.1752,3
Plano,Consumer,269.76173846153847,3506.9026,974.988,3.392,13,-30.00609230769231,-390.0792,62.988,-152.7156,13
Plano,Corporate,9.856,9.856,9.856,9.856,1,3.4496,3.4496,3.4496,3.4496,1
Plano,Home Office,13.616,13.616,13.616,13.616,1,3.5742,3.5742,3.5742,3.5742,1
Plantation,Consumer,299.176,598.352,447.944,150.408,2,27.873500000000003,55.74700000000001,89.5888,-33.8418,2
Plantation,Corporate,93.16488888888888,838.4839999999999,523.92,4.662,9,-4.856433333333333,-43.7079,16.4403,-72.039,9
Pleasant Grove,Consumer,354.339,2126.034,1089.75,13.184,6,96.09271666666666,576.5563,305.13,4.264,6
Pleasant Grove,Corporate,12.144,12.144,12.144,12.144,1,4.0986,4.0986,4.0986,4.0986,1
Pocatello,Consumer,192.13457142857143,1344.942,477.15,17.04,7,25.90798571428572,181.35590000000002,92.3936,5.538,7
Pomona,Consumer,212.21640000000002,1061.082,710.832,18.75,5,5.3308800000000005,26.654400000000003,69.986,-97.7394,5
Pomona,Corporate,210.71,421.42,385.6,35.82,2,61.8223,123.6446,111.824,11.8206,2
Pompano Beach,Corporate,30.146666666666665,90.44,64.384,2.376,3,5.002166666666667,15.006499999999999,8.048,0.7425,3
Port Arthur,Consumer,17.024,34.048,23.68,10.368,2,5.5144,11.0288,7.4,3.6288,2
Port Arthur,Corporate,175.7512,703.0048,439.992,5.184,4,23.686800000000005,94.74720000000002,164.997,-76.0116,4
Port Orange,Consumer,7.824,7.824,7.824,7.824,1,2.934,2.934,2.934,2.934,1
